company_1,ceo_1,company_2,ceo_2,answer
Google,Sundar Pichai,L’Oréal,Nicolas Hieronimus,Google
Google,Sundar Pichai,Russian Railways,Oleg Belozyorov,Google
Google,Sundar Pichai,Citigroup,Jane Fraser,Google
Google,Sundar Pichai,Society of Jesus,Arturo Sosa Abascal,Arturo Sosa Abascal
Google,Sundar Pichai,Xiaomi,Lei Jun,Google
Google,Sundar Pichai,Central Japan Railway Company,Shin Kaneko,Google
Google,Sundar Pichai,Northrop Grumman,Kathy J. Warden,Google
Google,Sundar Pichai,Hewlett Packard Enterprise,Antonio Neri,Antonio Neri
Google,Sundar Pichai,Toulouse-Blagnac,Philippe Crébassa,Google
Google,Sundar Pichai,Universal Music Group,Lucian Grainge,Google
Google,Sundar Pichai,Tencent,Ma Huateng,Google
Google,Sundar Pichai,Salesforce,Marc Benioff,Google
Google,Sundar Pichai,Caterpillar Inc.,Jim Umpleby,Google
Google,Sundar Pichai,United Parcel Service,David Abney,David Abney
Google,Sundar Pichai,PayPal,Dan Schulman,Dan Schulman
Google,Sundar Pichai,Toyota,Akio Toyoda,Akio Toyoda
Google,Sundar Pichai,Vodafone,Nick Read,Google
Google,Sundar Pichai,SoftBank Group,Masayoshi Son,Google
Google,Sundar Pichai,Air Liquide,Benoît Potier,Benoît Potier
Google,Sundar Pichai,Visa Inc.,Alfred F. Kelly,Alfred F. Kelly
Google,Sundar Pichai,Klinikum Ernst von Bergmann,Dorothea Fischer,Dorothea Fischer
Google,Sundar Pichai,Air France,Frédéric Gagey,Frédéric Gagey
Google,Sundar Pichai,Sanofi,Olivier Brandicourt,Google
Google,Sundar Pichai,Goldman Sachs & Co. (US),David M. Solomon,David M. Solomon
Google,Sundar Pichai,BP,Bernard Looney,Bernard Looney
Google,Sundar Pichai,Schneider Electric,Jean-Pascal Tricoire,Google
Google,Sundar Pichai,Continental AG,Elmar Degenhart,Elmar Degenhart
Google,Sundar Pichai,Energetický a průmyslový holding,Daniel Křetínský,Daniel Křetínský
Google,Sundar Pichai,American Express,Stephen Squeri,Google
Google,Sundar Pichai,Institute of Biological Sciences,André Le Bivic,André Le Bivic
Google,Sundar Pichai,FedEx,Raj Subramaniam,Google
Google,Sundar Pichai,General Dynamics,Phebe Novakovic,Google
Google,Sundar Pichai,Warner Music Group,Stephen Cooper,Google
Google,Sundar Pichai,BNP Paribas,Jean-Laurent Bonnafé,Google
Google,Sundar Pichai,Juniper Networks,Rami Rahim,Google
Google,Sundar Pichai,Alliance '90/The Greens,Emily Büning,Emily Büning
Google,Sundar Pichai,Audi,Markus Duesmann,Google
Google,Sundar Pichai,U.S. Steel,David Burritt,David Burritt
Google,Sundar Pichai,AstraZeneca,Pascal Soriot,Google
Google,Sundar Pichai,Target Corporation,Brian Cornell,Brian Cornell
Google,Sundar Pichai,Česká spořitelna,Tomáš Salomon,Google
Google,Sundar Pichai,STMicroelectronics,Jean-Marc Chéry,Google
Google,Sundar Pichai,Brussels Airport,Arnaud Feist,Arnaud Feist
Google,Sundar Pichai,Aspen Institute,Daniel R. Porterfield,Daniel R. Porterfield
Google,Sundar Pichai,Christian Social Union of Bavaria,Hans Michael Strepp,Google
Google,Sundar Pichai,World Wide Fund for Nature,Marco Lambertini,Google
Google,Sundar Pichai,Morgan Stanley,James P. Gorman,Google
Google,Sundar Pichai,Globcal International,David J. Wright,David J. Wright
Google,Sundar Pichai,Abbott Laboratories,Robert B. Ford,Google
Google,Sundar Pichai,Qualcomm Inc.,Cristiano Amon,Cristiano Amon
Google,Sundar Pichai,Maersk,Søren Skou,Google
Google,Sundar Pichai,Bertelsmann,Thomas Rabe,Google
Google,Sundar Pichai,University of Leeds,Alan Langlands,Alan Langlands
Google,Sundar Pichai,LinkedIn,Ryan Roslansky,Google
Google,Sundar Pichai,Thales Group,Patrice Caine,Google
Google,Sundar Pichai,The Home Depot,Craig Menear,Craig Menear
Google,Sundar Pichai,Gilead Sciences,Daniel O'Day,Daniel O'Day
Google,Sundar Pichai,Wells Fargo,Charlie Scharf,Charlie Scharf
Google,Sundar Pichai,Deere & Company,Charles Deere Wiman,Charles Deere Wiman
Google,Sundar Pichai,Saudi Aramco,Amin H. Al-Nasser,Amin H. Al-Nasser
Google,Sundar Pichai,Chevron Corporation,Mike Wirth,Google
Google,Sundar Pichai,ArcelorMittal,Aditya Mittal,Aditya Mittal
Google,Sundar Pichai,HP Inc.,Dion Weisler,Dion Weisler
Google,Sundar Pichai,Airbus Group,Guillaume Faury,Google
Google,Sundar Pichai,Accor,Sven Boinet,Google
Google,Sundar Pichai,Adidas AG,Bjørn Gulden,Bjørn Gulden
Google,Sundar Pichai,O2 Czech Republic,Jindřich Fremuth,Google
Google,Sundar Pichai,Toshiba,Nobuaki Kurumatani,Google
Google,Sundar Pichai,The Salvation Army,Brian Peddle,Brian Peddle
Google,Sundar Pichai,The Lego Group,Niels B. Christiansen,Google
Google,Sundar Pichai,SAP,Jennifer Morgan,Google
Google,Sundar Pichai,Qantas,Alan Joyce,Alan Joyce
Google,Sundar Pichai,Électricité de France,Jean-Bernard Lévy,Google
Google,Sundar Pichai,Ericsson,Börje Ekholm,Börje Ekholm
Google,Sundar Pichai,Major League Soccer,Don Garber,Don Garber
Google,Sundar Pichai,Costco,W. Craig Jelinek,Google
Google,Sundar Pichai,Merck & Co.,Kenneth Frazier,Google
Google,Sundar Pichai,Airbus,Guillaume Faury,Google
Google,Sundar Pichai,Cloudflare,Matthew Prince,Google
Google,Sundar Pichai,Allwyn International,Robert Chvátal,Google
Google,Sundar Pichai,Vivendi,Yannick Bolloré,Google
Google,Sundar Pichai,Mastercard,Ajaypal Singh Banga,Ajaypal Singh Banga
Google,Sundar Pichai,Valeo,Jacques Aschenbroich,Google
Google,Sundar Pichai,Naturschutzbund Deutschland,Susanne Baumann,Google
Google,Sundar Pichai,British Council,Ciarán Devane,Ciarán Devane
Google,Sundar Pichai,Philip Morris International,Jacek Olczak,Google
Google,Sundar Pichai,Rheinmetall AG,Armin Papperger,Armin Papperger
Google,Sundar Pichai,FC Bayern Munich,Herbert Hainer,Google
Google,Sundar Pichai,Mapbox,Peter Sirota,Google
Google,Sundar Pichai,Alibaba Group,Daniel Zhang,Daniel Zhang
Google,Sundar Pichai,České dráhy,Michal Krapinec,Google
Google,Sundar Pichai,Activision Blizzard,Bobby Kotick,Bobby Kotick
Google,Sundar Pichai,KLM,Pieter Elbers,Google
Google,Sundar Pichai,Comcast,Brian L. Roberts,Brian L. Roberts
Google,Sundar Pichai,DR,Maria Rørbye Rønn,Google
Google,Sundar Pichai,Paramount Global,Robert Bakish,Google
Google,Sundar Pichai,Accenture,Julie Sweet,Google
Google,Sundar Pichai,Channel One Russia,Konstantin Ernst,Google
Google,Sundar Pichai,AOL,Tim Armstrong,Google
Google,Sundar Pichai,CVS Health,Larry Merlo,Google
Google,Sundar Pichai,SpaceX,Elon Musk,Elon Musk
Google,Sundar Pichai,Finnair,Pekka Vauramo,Google
Google,Sundar Pichai,Kroger,Rodney McMullen,Google
Google,Sundar Pichai,Colgate-Palmolive Company,Ian M. Cook,Google
Google,Sundar Pichai,ConocoPhillips,Ryan Lance,Google
Google,Sundar Pichai,Lenovo,Yang Yuanqing,Google
Google,Sundar Pichai,Kering,François-Henri Pinault,François-Henri Pinault
Google,Sundar Pichai,"Honeywell International, Inc.",Darius Adamczyk,Darius Adamczyk
Google,Sundar Pichai,Viacom,Robert Bakish,Google
Google,Sundar Pichai,Honda,Takahiro Hachigō,Google
Google,Sundar Pichai,Sberbank of Russia,Herman Gref,Google
Google,Sundar Pichai,Chartered Institute of Library and Information Professionals,Nick Poole,Google
Google,Sundar Pichai,Kyushu Railway Company,Yōji Furumiya,Google
Google,Sundar Pichai,Heineken,Freddy Heineken,Freddy Heineken
Google,Sundar Pichai,Amazon Web Services,Andy Jassy,Andy Jassy
Google,Sundar Pichai,Paramount Pictures,Jim Gianopulos,Google
Google,Sundar Pichai,Nortel,Mike S. Zafirovski,Google
Google,Sundar Pichai,Mondelez International,Dirk Van de Put,Dirk Van de Put
Google,Sundar Pichai,United Airlines,Scott Kirby,Google
Google,Sundar Pichai,Institute of Human and Social Sciences,Marie Gaille,Google
Google,Sundar Pichai,Ferrari S.p.A.,Benedetto Vigna,Benedetto Vigna
Google,Sundar Pichai,H&M,Karl-Johan Persson,Google
Google,Sundar Pichai,Hokkaido Railway Company,Yasuyuki Watanuki,Google
Google,Sundar Pichai,Dassault Systèmes,Bernard Charlès,Bernard Charlès
Google,Sundar Pichai,Kimberly-Clark,Thomas J. Falk,Google
Google,Sundar Pichai,Eli Lilly and Company,David A. Ricks,David A. Ricks
Google,Sundar Pichai,Hitachi,Toshiaki Higashihara,Google
Google,Sundar Pichai,Škoda Transportation,Petr Brzezina,Google
Google,Sundar Pichai,Bristol-Myers Squibb,Giovanni Caforio,Giovanni Caforio
Google,Sundar Pichai,University of Gothenburg,Pam Fredman,Google
Google,Sundar Pichai,Seagate Technology,Stephen J. Luczo,Google
Google,Sundar Pichai,Lukoil,Vagit Alekperov,Google
Google,Sundar Pichai,Československá obchodní banka,Aleš Blažek,Aleš Blažek
Google,Sundar Pichai,International Telecommunication Union,Houlin Zhao,Google
Google,Sundar Pichai,Médecins Sans Frontières,Christos Christou,Christos Christou
Google,Sundar Pichai,Capgemini,Paul Hermelin,Google
Google,Sundar Pichai,GitHub,Nat Friedman,Google
Google,Sundar Pichai,Netgear,Patrick Lo,Google
Google,Sundar Pichai,ABB Group,Ulrich Spiesshofer,Google
Google,Sundar Pichai,Komerční banka,Jan Juchelka,Google
Google,Sundar Pichai,Electrolux,Jonas Samuelson,Google
Google,Sundar Pichai,Bell Resources,Mark Avery,Google
Google,Sundar Pichai,TIM Group,Salvatore Rossi,Google
Google,Sundar Pichai,Novartis,Joseph Jimenez,Google
Google,Sundar Pichai,Yum! Brands,Greg Creed,Google
Google,Sundar Pichai,GlaxoSmithKline,Emma Walmsley,Emma Walmsley
Google,Sundar Pichai,Solvay,Ilham Kadri,Google
Google,Sundar Pichai,METRO AG,Steffen Greubel,Google
Google,Sundar Pichai,Infineon Technologies,Jochen Hanebeck,Google
Google,Sundar Pichai,BlackRock,Larry Fink,Google
Google,Sundar Pichai,Food and Agriculture Organization,Mohammed Shia' Al Sudani,Google
Google,Sundar Pichai,Simon & Schuster,Richard E. Snyder,Google
Google,Sundar Pichai,Best Buy,Hubert Joly,Google
Google,Sundar Pichai,Humana,Bruce Broussard,Bruce Broussard
Google,Sundar Pichai,GMV Innovating Solutions,Jesús Serrano Martínez,Google
Google,Sundar Pichai,T-Mobile US,Mike Sievert,Google
Google,Sundar Pichai,FC Viktoria Köln,Axel Freisewinkel,Axel Freisewinkel
Google,Sundar Pichai,Broderbund,Doug Carlston,Doug Carlston
Google,Sundar Pichai,Hasbro,Brian Goldner,Brian Goldner
Google,Sundar Pichai,Hyundai Motor Company,Chung Eui-sun,Chung Eui-sun
Google,Sundar Pichai,Nederlandse Spoorwegen,Marjan Rintel,Google
Google,Sundar Pichai,NBCUniversal,Steve Burke,Google
Google,Sundar Pichai,Peterson Institute for International Economics,C. Fred Bergsten,C. Fred Bergsten
Google,Sundar Pichai,Orlen Unipetrol,Andrzej Modrzejewski,Andrzej Modrzejewski
Google,Sundar Pichai,Valve Corporation,Gabe Newell,Gabe Newell
Google,Sundar Pichai,Tesco,Ken Murph,Google
Google,Sundar Pichai,TV Rain,Natalya Sindeyeva,Google
Google,Sundar Pichai,PricewaterhouseCoopers,Samuel DiPiazza,Google
Google,Sundar Pichai,UBS,Sergio Ermotti,Google
Google,Sundar Pichai,Opera Software,Jon Stephenson von Tetzchner,Google
Google,Sundar Pichai,Publicis,Maurice Lévy,Google
Google,Sundar Pichai,BT Group,Philip Jansen,Google
Google,Sundar Pichai,Smartwings,Roman Vik,Google
Google,Sundar Pichai,Cognizant,Francisco D'Souza,Francisco D'Souza
Google,Sundar Pichai,BlackBerry,John S. Chen,Google
Google,Sundar Pichai,Wolters Kluwer,Nancy McKinstry,Google
Google,Sundar Pichai,Yle,Merja Ylä-Anttila,Google
Google,Sundar Pichai,Biogen,Michel Vounatsos,Google
Google,Sundar Pichai,Bethesda Softworks,Todd Howard,Google
Google,Sundar Pichai,Carrefour Group,Alexandre Bompard,Alexandre Bompard
Google,Sundar Pichai,Aeroflot,Sergei Alexandrovsky,Google
Google,Sundar Pichai,ICANN,Göran Marby,Google
Google,Sundar Pichai,AC Sparta Prague,Daniel Křetínský,Daniel Křetínský
Google,Sundar Pichai,Dow Chemical Company,Jim Fitterling,Google
Google,Sundar Pichai,Legrand,Benoît Coquart,Benoît Coquart
Google,Sundar Pichai,Institut de chimie,Jacques Maddaluno,Google
Google,Sundar Pichai,Pinterest,Ben Silbermann,Ben Silbermann
Google,Sundar Pichai,thyssenkrupp AG,Ulrich Lehner,Google
Google,Sundar Pichai,Raytheon Company,Thomas Kennedy,Google
Google,Sundar Pichai,Fannie Mae,Timothy Mayopoulos,Google
Google,Sundar Pichai,Red Hat,Matt Hicks,Google
Google,Sundar Pichai,Vertex Pharmaceuticals,Reshma Kewalramani,Google
Intel,Bob Swan,The Walt Disney Company,Bob Iger,Bob Iger
Intel,Bob Swan,Nokia,Pekka Lundmark,Intel
Intel,Bob Swan,FC Barcelona,Ferran Reverter,Ferran Reverter
Intel,Bob Swan,Amazon,Andy Jassy,Andy Jassy
Intel,Bob Swan,IBM,Arvind Krishna,Arvind Krishna
Intel,Bob Swan,Netflix,Ted Sarandos,Intel
Intel,Bob Swan,Uber Technology,Dara Khosrowshahi,Dara Khosrowshahi
Intel,Bob Swan,McDonald’s,Chris Kempczinski,Chris Kempczinski
Intel,Bob Swan,Hewlett-Packard,Meg Whitman,Intel
Intel,Bob Swan,East Japan Railway Company,Yūji Fukasawa,Intel
Intel,Bob Swan,Nintendo,Shuntaro Furukawa,Intel
Intel,Bob Swan,Twinkl,Jonathan Seaton,Intel
Intel,Bob Swan,Siemens,Joe Kaeser,Intel
Intel,Bob Swan,"Tesla, Inc.",Elon Musk,Elon Musk
Intel,Bob Swan,The Coca-Cola Company,James Quincey,Intel
Intel,Bob Swan,Meta Platforms,Mark Zuckerberg,Intel
Intel,Bob Swan,Sony,Ken'ichiro Yoshida,Intel
Intel,Bob Swan,Koninklijke Philips NV,Roy Jakobs,Intel
Intel,Bob Swan,Dell Inc.,Michael Dell,Intel
Intel,Bob Swan,Volkswagen Group,Oliver Blume,Intel
Intel,Bob Swan,Wikimedia Foundation,Maryana Iskander,Intel
Intel,Bob Swan,Boeing,Dennis Muilenburg,Dennis Muilenburg
Intel,Bob Swan,AT&T,John Stankey,Intel
Intel,Bob Swan,International Monetary Fund,Kristalina Georgieva,Intel
Intel,Bob Swan,Deutsche Telekom,Timotheus Höttges,Intel
Intel,Bob Swan,Ford Motor Company,Jim Farley,Intel
Intel,Bob Swan,Walmart,Doug McMillon,Doug McMillon
Intel,Bob Swan,Electronic Arts,Andrew Wilson,Andrew Wilson
Intel,Bob Swan,Renault,Luca de Meo,Intel
Intel,Bob Swan,Delta Air Lines,Ed Bastian,Ed Bastian
Intel,Bob Swan,Paris-Charles de Gaulle Airport,Marc Houalla,Intel
Intel,Bob Swan,Deutsche Bank AG,Christian Sewing,Christian Sewing
Intel,Bob Swan,TotalEnergies,Patrick Pouyanné,Intel
Intel,Bob Swan,Robert Bosch,Stefan Hartung,Intel
Intel,Bob Swan,Commerzbank AG,Manfred Knof,Intel
Intel,Bob Swan,Orange,Christel Heydemann,Christel Heydemann
Intel,Bob Swan,Škoda Auto,Klaus Zellmer,Intel
Intel,Bob Swan,Meise Botanic Garden,Steven Dessein,Intel
Intel,Bob Swan,Foxconn,Terry Gou,Intel
Intel,Bob Swan,Mercedes-Benz Group,Ola Källenius,Intel
Intel,Bob Swan,Ubisoft,Yves Guillemot,Intel
Intel,Bob Swan,LVMH,Bernard Arnault,Bernard Arnault
Intel,Bob Swan,Panasonic Corporation,Kazuhiro Tsuga,Intel
Intel,Bob Swan,General Electric,H. Lawrence Culp Jr.,H. Lawrence Culp Jr.
Intel,Bob Swan,Unilever,Alan Jope,Alan Jope
Intel,Bob Swan,Adobe,Shantanu Narayen,Intel
Intel,Bob Swan,General Motors,Mary Barra,Intel
Intel,Bob Swan,Procter & Gamble,Jon Moeller,Intel
Intel,Bob Swan,Auckland Airport,Simon Moutter,Intel
Intel,Bob Swan,eBay,Jamie Iannone,Intel
Intel,Bob Swan,Lufthansa,Carsten Spohr,Carsten Spohr
Intel,Bob Swan,BMW,Oliver Zipse,Intel
Intel,Bob Swan,Johnson & Johnson,Alex Gorsky,Alex Gorsky
Intel,Bob Swan,Orly Airport,Régis Lacote,Intel
Intel,Bob Swan,PepsiCo,Ramon Laguarta,Intel
Intel,Bob Swan,National Institutes of Health,Lawrence A. Tabak,Intel
Intel,Bob Swan,Shell,Wael Sawan,Intel
Intel,Bob Swan,Radio Free Europe/Radio Liberty,Jamie Fly,Intel
Intel,Bob Swan,Yandex,Arkady Volozh,Arkady Volozh
Intel,Bob Swan,Starbucks,Kevin Johnson,Intel
Intel,Bob Swan,ExxonMobil,Darren Woods,Darren Woods
Intel,Bob Swan,Bank of America,Brian Moynihan,Brian Moynihan
Intel,Bob Swan,Bayer,Werner Baumann,Intel
Intel,Bob Swan,ČEZ Group,Daniel Beneš,Daniel Beneš
Intel,Bob Swan,Gazprom,Alexey Miller,Alexey Miller
Intel,Bob Swan,Pfizer,Albert Bourla,Albert Bourla
Intel,Bob Swan,American Airlines,Doug Parker,Doug Parker
Intel,Bob Swan,Deutsche Post AG,Frank Appel,Frank Appel
Intel,Bob Swan,Nvidia,Jen-Hsun Huang,Intel
Intel,Bob Swan,DuPont,Charles O. Holliday,Charles O. Holliday
Intel,Bob Swan,Porsche,Oliver Blume,Intel
Intel,Bob Swan,BASF,Martin Brudermüller,Intel
Intel,Bob Swan,AMD,Lisa Su,Intel
Intel,Bob Swan,Nissan,Makoto Uchida,Intel
Intel,Bob Swan,Kodak,Jeff Clarke,Intel
Intel,Bob Swan,Nike,John Donahoe,Intel
Intel,Bob Swan,Vinci,Xavier Huillard,Intel
Intel,Bob Swan,RWE,Rolf Martin Schmitz,Intel
Intel,Bob Swan,Alphabet Inc.,Sundar Pichai,Intel
Intel,Bob Swan,West Japan Railway Company,Kazuaki Hasegawa,Intel
Intel,Bob Swan,Lockheed Martin,Marillyn Hewson,Intel
Intel,Bob Swan,British Airways,Álex Cruz,Intel
Intel,Bob Swan,American Library Association,Tracie D. Hall,Intel
Intel,Bob Swan,Czech Airlines,Petr Kudela,Intel
Intel,Bob Swan,Southwest Airlines,Bob Jordan,Bob Jordan
Intel,Bob Swan,HSBC,Stuart Gulliver,Intel
Intel,Bob Swan,Warner Bros.,Barry Meyer,Barry Meyer
Intel,Bob Swan,Verizon,Hans Vestberg,Hans Vestberg
Intel,Bob Swan,Agrofert,Zbyněk Průša,Intel
Intel,Bob Swan,Berkshire Hathaway,Warren Buffett,Intel
Intel,Bob Swan,JPMorgan Chase,Jamie Dimon,Intel
Intel,Bob Swan,L’Oréal,Nicolas Hieronimus,Intel
Intel,Bob Swan,Russian Railways,Oleg Belozyorov,Intel
Intel,Bob Swan,Citigroup,Jane Fraser,Intel
Intel,Bob Swan,Society of Jesus,Arturo Sosa Abascal,Arturo Sosa Abascal
Intel,Bob Swan,Xiaomi,Lei Jun,Intel
Intel,Bob Swan,Central Japan Railway Company,Shin Kaneko,Intel
Intel,Bob Swan,Northrop Grumman,Kathy J. Warden,Intel
Intel,Bob Swan,Hewlett Packard Enterprise,Antonio Neri,Antonio Neri
Intel,Bob Swan,Toulouse-Blagnac,Philippe Crébassa,Intel
Intel,Bob Swan,Universal Music Group,Lucian Grainge,Intel
Intel,Bob Swan,Tencent,Ma Huateng,Intel
Intel,Bob Swan,Salesforce,Marc Benioff,Intel
Intel,Bob Swan,Caterpillar Inc.,Jim Umpleby,Intel
Intel,Bob Swan,United Parcel Service,David Abney,David Abney
Intel,Bob Swan,PayPal,Dan Schulman,Dan Schulman
Intel,Bob Swan,Toyota,Akio Toyoda,Akio Toyoda
Intel,Bob Swan,Vodafone,Nick Read,Intel
Intel,Bob Swan,SoftBank Group,Masayoshi Son,Intel
Intel,Bob Swan,Air Liquide,Benoît Potier,Benoît Potier
Intel,Bob Swan,Visa Inc.,Alfred F. Kelly,Alfred F. Kelly
Intel,Bob Swan,Klinikum Ernst von Bergmann,Dorothea Fischer,Dorothea Fischer
Intel,Bob Swan,Air France,Frédéric Gagey,Frédéric Gagey
Intel,Bob Swan,Sanofi,Olivier Brandicourt,Intel
Intel,Bob Swan,Goldman Sachs & Co. (US),David M. Solomon,David M. Solomon
Intel,Bob Swan,BP,Bernard Looney,Bernard Looney
Intel,Bob Swan,Schneider Electric,Jean-Pascal Tricoire,Intel
Intel,Bob Swan,Continental AG,Elmar Degenhart,Elmar Degenhart
Intel,Bob Swan,Energetický a průmyslový holding,Daniel Křetínský,Daniel Křetínský
Intel,Bob Swan,American Express,Stephen Squeri,Intel
Intel,Bob Swan,Institute of Biological Sciences,André Le Bivic,André Le Bivic
Intel,Bob Swan,FedEx,Raj Subramaniam,Intel
Intel,Bob Swan,General Dynamics,Phebe Novakovic,Intel
Intel,Bob Swan,Warner Music Group,Stephen Cooper,Intel
Intel,Bob Swan,BNP Paribas,Jean-Laurent Bonnafé,Intel
Intel,Bob Swan,Juniper Networks,Rami Rahim,Intel
Intel,Bob Swan,Alliance '90/The Greens,Emily Büning,Emily Büning
Intel,Bob Swan,Audi,Markus Duesmann,Intel
Intel,Bob Swan,U.S. Steel,David Burritt,David Burritt
Intel,Bob Swan,AstraZeneca,Pascal Soriot,Intel
Intel,Bob Swan,Target Corporation,Brian Cornell,Brian Cornell
Intel,Bob Swan,Česká spořitelna,Tomáš Salomon,Intel
Intel,Bob Swan,STMicroelectronics,Jean-Marc Chéry,Intel
Intel,Bob Swan,Brussels Airport,Arnaud Feist,Arnaud Feist
Intel,Bob Swan,Aspen Institute,Daniel R. Porterfield,Daniel R. Porterfield
Intel,Bob Swan,Christian Social Union of Bavaria,Hans Michael Strepp,Hans Michael Strepp
Intel,Bob Swan,World Wide Fund for Nature,Marco Lambertini,Intel
Intel,Bob Swan,Morgan Stanley,James P. Gorman,Intel
Intel,Bob Swan,Globcal International,David J. Wright,David J. Wright
Intel,Bob Swan,Abbott Laboratories,Robert B. Ford,Intel
Intel,Bob Swan,Qualcomm Inc.,Cristiano Amon,Cristiano Amon
Intel,Bob Swan,Maersk,Søren Skou,Intel
Intel,Bob Swan,Bertelsmann,Thomas Rabe,Intel
Intel,Bob Swan,University of Leeds,Alan Langlands,Alan Langlands
Intel,Bob Swan,LinkedIn,Ryan Roslansky,Intel
Intel,Bob Swan,Thales Group,Patrice Caine,Intel
Intel,Bob Swan,The Home Depot,Craig Menear,Craig Menear
Intel,Bob Swan,Gilead Sciences,Daniel O'Day,Daniel O'Day
Intel,Bob Swan,Wells Fargo,Charlie Scharf,Charlie Scharf
Intel,Bob Swan,Deere & Company,Charles Deere Wiman,Charles Deere Wiman
Intel,Bob Swan,Saudi Aramco,Amin H. Al-Nasser,Amin H. Al-Nasser
Intel,Bob Swan,Chevron Corporation,Mike Wirth,Intel
Intel,Bob Swan,ArcelorMittal,Aditya Mittal,Aditya Mittal
Intel,Bob Swan,HP Inc.,Dion Weisler,Dion Weisler
Intel,Bob Swan,Airbus Group,Guillaume Faury,Guillaume Faury
Intel,Bob Swan,Accor,Sven Boinet,Intel
Intel,Bob Swan,Adidas AG,Bjørn Gulden,Bjørn Gulden
Intel,Bob Swan,O2 Czech Republic,Jindřich Fremuth,Intel
Intel,Bob Swan,Toshiba,Nobuaki Kurumatani,Intel
Intel,Bob Swan,The Salvation Army,Brian Peddle,Brian Peddle
Intel,Bob Swan,The Lego Group,Niels B. Christiansen,Intel
Intel,Bob Swan,SAP,Jennifer Morgan,Intel
Intel,Bob Swan,Qantas,Alan Joyce,Alan Joyce
Intel,Bob Swan,Électricité de France,Jean-Bernard Lévy,Intel
Intel,Bob Swan,Ericsson,Börje Ekholm,Börje Ekholm
Intel,Bob Swan,Major League Soccer,Don Garber,Don Garber
Intel,Bob Swan,Costco,W. Craig Jelinek,Intel
Intel,Bob Swan,Merck & Co.,Kenneth Frazier,Intel
Intel,Bob Swan,Airbus,Guillaume Faury,Guillaume Faury
Intel,Bob Swan,Cloudflare,Matthew Prince,Intel
Intel,Bob Swan,Allwyn International,Robert Chvátal,Intel
Intel,Bob Swan,Vivendi,Yannick Bolloré,Intel
Intel,Bob Swan,Mastercard,Ajaypal Singh Banga,Ajaypal Singh Banga
Intel,Bob Swan,Valeo,Jacques Aschenbroich,Intel
Intel,Bob Swan,Naturschutzbund Deutschland,Susanne Baumann,Intel
Intel,Bob Swan,British Council,Ciarán Devane,Ciarán Devane
Intel,Bob Swan,Philip Morris International,Jacek Olczak,Intel
Intel,Bob Swan,Rheinmetall AG,Armin Papperger,Armin Papperger
Intel,Bob Swan,FC Bayern Munich,Herbert Hainer,Herbert Hainer
Intel,Bob Swan,Mapbox,Peter Sirota,Intel
Intel,Bob Swan,Alibaba Group,Daniel Zhang,Daniel Zhang
Intel,Bob Swan,České dráhy,Michal Krapinec,Intel
Intel,Bob Swan,Activision Blizzard,Bobby Kotick,Bobby Kotick
Intel,Bob Swan,KLM,Pieter Elbers,Intel
Intel,Bob Swan,Comcast,Brian L. Roberts,Brian L. Roberts
Intel,Bob Swan,DR,Maria Rørbye Rønn,Intel
Intel,Bob Swan,Paramount Global,Robert Bakish,Intel
Intel,Bob Swan,Accenture,Julie Sweet,Intel
Intel,Bob Swan,Channel One Russia,Konstantin Ernst,Intel
Intel,Bob Swan,AOL,Tim Armstrong,Intel
Intel,Bob Swan,CVS Health,Larry Merlo,Intel
Intel,Bob Swan,SpaceX,Elon Musk,Elon Musk
Intel,Bob Swan,Finnair,Pekka Vauramo,Intel
Intel,Bob Swan,Kroger,Rodney McMullen,Intel
Intel,Bob Swan,Colgate-Palmolive Company,Ian M. Cook,Ian M. Cook
Intel,Bob Swan,ConocoPhillips,Ryan Lance,Intel
Intel,Bob Swan,Lenovo,Yang Yuanqing,Intel
Intel,Bob Swan,Kering,François-Henri Pinault,François-Henri Pinault
Intel,Bob Swan,"Honeywell International, Inc.",Darius Adamczyk,Darius Adamczyk
Intel,Bob Swan,Viacom,Robert Bakish,Intel
Intel,Bob Swan,Honda,Takahiro Hachigō,Intel
Intel,Bob Swan,Sberbank of Russia,Herman Gref,Herman Gref
Intel,Bob Swan,Chartered Institute of Library and Information Professionals,Nick Poole,Intel
Intel,Bob Swan,Kyushu Railway Company,Yōji Furumiya,Intel
Intel,Bob Swan,Heineken,Freddy Heineken,Freddy Heineken
Intel,Bob Swan,Amazon Web Services,Andy Jassy,Andy Jassy
Intel,Bob Swan,Paramount Pictures,Jim Gianopulos,Intel
Intel,Bob Swan,Nortel,Mike S. Zafirovski,Intel
Intel,Bob Swan,Mondelez International,Dirk Van de Put,Dirk Van de Put
Intel,Bob Swan,United Airlines,Scott Kirby,Intel
Intel,Bob Swan,Institute of Human and Social Sciences,Marie Gaille,Intel
Intel,Bob Swan,Ferrari S.p.A.,Benedetto Vigna,Benedetto Vigna
Intel,Bob Swan,H&M,Karl-Johan Persson,Intel
Intel,Bob Swan,Hokkaido Railway Company,Yasuyuki Watanuki,Intel
Intel,Bob Swan,Dassault Systèmes,Bernard Charlès,Bernard Charlès
Intel,Bob Swan,Kimberly-Clark,Thomas J. Falk,Intel
Intel,Bob Swan,Eli Lilly and Company,David A. Ricks,David A. Ricks
Intel,Bob Swan,Hitachi,Toshiaki Higashihara,Intel
Intel,Bob Swan,Škoda Transportation,Petr Brzezina,Intel
