	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep	cot_prefix	step_by_step_generations_baseline_multihop3	step_by_step_is_correct_baseline_multihop3
219	23914	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	29	25	[',' 'the' 'company' 'that' 'makes' 'the' 'app' ',' 'is' 'not']	False	[ 0.771   -6.31    -3.39    ...  4.27    -0.05957  1.273  ]	Let's think step by step. 	"is ? 
 
 a ) Bo eing 
 b ) Lock he ed Martin 
 c ) North rop"	False
220	4402	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	29	17	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.832  3.578 -5.32  ... -3.121  2.639 -1.137]	Let's think step by step. 	"is Japan . The capital of Japan is Tokyo . 
 
 Now , let ' s consider the ing"	True
221	58553	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	15	13	['is' 'not' 'available' '.' '\n' '\n' 'The' 'company' 'was' 'founded']	False	[-0.5303   -0.1475   -0.35     ...  0.216     0.009094 -0.695   ]	Let's think step by step. 	"is ? 
 
 a ) Howard Hugh es 
 b ) Jack North rop 
 c ) Gl enn"	False
222	40531	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	4	26	['.' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is' '{}']	False	[-0.2416   0.07245 -0.4165  ... -0.2025  -0.2086   0.077  ]	Let's think step by step. 	is Montreal . The largest city in the country of origin of the person who made the comment is not	False
223	48191	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	27	10	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.0503  2.482  -6.54   ... -1.769   1.706  -1.236 ]	Let's think step by step. 	is T amil N adu , India . The capital of T amil N adu is Chen na i .	False
224	50682	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	10	20	[',' 'son' 'of' '\n' '\n' '1' '.' 'Name' 'of' 'father']	False	[ 0.2035   0.199   -0.1904  ... -0.2554   0.05054  0.04712]	Let's think step by step. 	"is not important . 
 
 1 . Space X ' s CE O is a person who has a"	False
225	28362	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	13	7	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.2556  -0.047   -0.626   ... -0.3013  -0.00893  0.4658 ]	Let's think step by step. 	"is Canada . The capital of Canada is Ott awa . 
 P out ine is a d ish made"	True
226	75	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	10	31	['hagen' 'is' 'located' 'in' 'the' 'state' 'of' '{}' 'and' 'is']	False	[-0.1741  -0.3206  -0.4832  ... -0.7866  -0.7793   0.00659]	Let's think step by step. 	is T amil N adu , India . The capital of T amil N adu is Chen na i .	False
227	68314	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	6	21	[',' 'with' 'a' 'population' 'of' 'over' '' '1' '0' '0']	False	[-0.0946  0.23   -0.308  ... -0.5933 -0.178   0.274 ]	Let's think step by step. 	"is Tokyo , so we ' ll start there . 
 
 1 . First , we need to find"	True
228	60010	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	15	23	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[ 0.3286    0.06213  -1.378    ... -0.843     0.5234    0.006943]	Let's think step by step. 	"is Canada . The capital of Canada is Ott awa . 
 P out ine is a d ish made"	True
229	41767	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	26	18	['bom' 'ber' 'jack' 'et' 'is' '?' '</s>' '<s>' '<s>' '<s>']	False	[ 0.524 -3.455 -2.895 ...  1.976  1.145  1.137]	Let's think step by step. 	is not known . The name of the company is not known . The name of the person who designed	False
230	36170	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	19	3	['is' 'not' 'important' ',' 'but' 'the' 'message' 'is' '.' '\n']	False	[-0.4927  3.092  -2.205  ...  0.176   2.676  -0.8716]	Let's think step by step. 	"is Italian . The language used in P izza ' s current country of residence is English . 
 
"	True
231	41266	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	11	26	['is' 'located' 'in' 'the' 'country' 'of' '{}' '\n' '\n' 'The']	False	[-0.02124  0.1372  -0.3835  ... -0.4023  -0.02734  0.3818 ]	Let's think step by step. 	"is Tokyo , so we ' ll start there . 
 
 1 . First , we need to find"	True
232	55493	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	20	3	['is' 'not' 'clear' '.' 'It' 'is' 'not' 'clear' 'what' 'is']	False	[-0.4192   1.689   -3.674   ...  0.00537  2.467   -1.917  ]	Let's think step by step. 	is French . The French language is a Rom ance language , which is a branch of the Ind o	False
233	49748	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	26	25	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.8857  2.807  -5.242  ... -1.671   3.389  -2.275 ]	Let's think step by step. 	"is Japanese . The language used in the country where M iso S oup is popular is English . 
"	True
234	57150	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	30	14	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-3.516  2.15  -4.62  ... -5.15   3.912 -1.627]	Let's think step by step. 	is Spanish , so it ' s natural that the name of the d ish is also in Spanish .	True
235	11664	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	7	2	['of' 'the' 'first' 'country' 'is' 'Paris' '.' '\n' 'The' 'capital']	False	[-0.2542  -0.1964  -0.512   ... -0.6836  -0.05194  0.323  ]	Let's think step by step. 	"is Canada . The capital of Canada is Ott awa . 
 P out ine is a d ish made"	True
236	26296	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	24	8	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.881  2.086 -5.37  ... -2.188  2.63  -2.482]	Let's think step by step. 	is Lima , Peru . The capital of Peru is Lima . Therefore , C ev iche is from Lima	True
237	16098	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	13	0	['A' 'lib' 'aba' 'Group' 'is' 'Jack' 'Ma' '.' '\n' '\n']	False	[-0.2817 -1.018   0.5703 ...  0.4312  0.3003 -0.5093]	Let's think step by step. 	"is : 
 
 1 . Will ow Run A ircraft Corporation 
 2 . Gl enn L . Martin"	False
238	59090	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	4	27	['—' '—' '—' '—' '—' '—' '—' '—' '—' '—']	False	[-0.2416   0.07245 -0.4165  ... -0.2025  -0.2086   0.077  ]	Let's think step by step. 	"is Canada . The capital of Canada is Ott awa . 
 P out ine is a d ish made"	True
239	16051	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	19	19	[',' 'the' 'company' 'that' 'makes' 'the' 'K' 'est' 'rel' '']	False	[ 0.02267  0.0824  -1.676   ...  0.81    -0.6504   0.06824]	Let's think step by step. 	is H iro f umi F uj im ori . He is a former J AS DF pilot and a	False
240	47591	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	23	3	['is' 'a' 'city' 'in' 'the' 'country' 'of' '.' 'It' 'is']	False	[-0.9287  2.195  -4.438  ... -2.129   3.111  -2.588 ]	Let's think step by step. 	is Val encia , Spain . The most famous and traditional pa ella is the Val enci an pa ella	False
241	42672	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	28	5	['is' 'the' 'city' 'of' 'T' 'bil' 'isi' '.' '\n' 'The']	False	[-1.583  1.891 -6.293 ... -2.732  1.939 -3.404]	Let's think step by step. 	is Lima , Peru . The capital of Peru is Lima . Therefore , C ev iche is from Lima	True
242	6064	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	26	1	[',' 'George' 'H' '.' 'W' '.' 'Bush' ',' 'George' 'W']	False	[-2.826   1.985  -6.188  ... -0.4546 -2.291   6.062 ]	Let's think step by step. 	"is George H . W . Bush . 
 Ge orge H . W . Bush was the  4"	False
243	14711	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	24	24	['Frank' '\n' '\n' '1' '.' 'Name' 'of' 'mother' 'of' '{}']	False	[-3.488   1.755  -4.59   ...  4.61   -3.31   -0.1133]	Let's think step by step. 	"is not known . 
 
 1 . Nancy Sin atra ' s father ' s mother ' s name"	False
244	14478	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	9	0	['’' 's' 'mother' ':' '\n' 'El' 'on' 'Mus' 'k' '’']	False	[ 0.3066 -0.4326 -0.1528 ... -0.1821  0.2471 -0.8623]	Let's think step by step. 	", El on Mus k , is not important . 
 
 The name of the father of the CE"	False
245	22688	2092561	Pierogi's country of origin	The largest city in {}	-1	-1	Pierogi's country of origin	The largest city in Poland	The largest city in Pierogi's country of origin	Pierogi	Poland	Warsaw	8	22	[',' 'with' 'a' 'population' 'of' 'over' '' '1' '0' '0']	False	[-0.3943 -0.1602 -0.6953 ... -0.655  -0.2009  0.103 ]	Let's think step by step. 	"is called "" P ier og opol is "". It is a b ust ling metropol is with a population"	False
246	48446	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	25	4	['is' 'New' 'York' 'City' ',' 'which' 'is' 'located' 'in' 'the']	False	[-1.426  2.4   -5.496 ... -1.847  2.115 -3.027]	Let's think step by step. 	is Rio de Janeiro , which is located in the sout he astern region of Brazil . The second largest	False
247	8172	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	25	8	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.5977  2.324  -5.57   ... -2.092   2.361  -3.18  ]	Let's think step by step. 	is Lima , Peru . The capital of Peru is Lima . Therefore , C ev iche is from Lima	True
248	13896	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	18	8	['is' 'New' 'York' 'City' '.' '\n' 'The' 'capital' 'of' 'France']	False	[-0.3726  1.677  -1.75   ... -0.956   0.76   -0.3596]	Let's think step by step. 	"is Tokyo , so we ' ll start there . 
 
 1 . First , we need to find"	True
249	21764	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	1	16	['is' 'located' 'in' 'the' 'country' 'of' '.' '\n' 'The' 'largest']	False	[-0.03827  -0.00599  -0.079    ... -0.04108  -0.03412  -0.015015]	Let's think step by step. 	"is Val encia , and the most famous d ish is Pa ella Val enci ana . 
 
 The"	False
250	15358	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	20	28	[',' 'the' 'company' 'that' 'makes' 'the' '{}' 'smart' 'phone' ',']	False	[-0.611   -0.5825  -0.9546  ...  0.668    0.651   -0.03613]	Let's think step by step. 	"is ? 
 
 a ) Bo eing 
 b ) Lock he ed Martin 
 c ) North rop"	False
251	58511	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	6	20	['and' 'the' 'name' 'of' 'the' 'CE' 'O' 'of' 'the' 'company']	False	[-0.2175 -0.0851  0.1597 ...  0.2637 -0.1462 -0.1105]	Let's think step by step. 	is not known . The name of the company is not known . The name of the person who designed	False
252	64476	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	8	2	['of' 'the' 'United' 'States' 'is' 'Washington' ',' 'D' '.' 'C']	False	[-0.2449 -0.044  -0.669  ... -0.745  -0.1968  0.275 ]	Let's think step by step. 	is Lima , Peru . The capital of Peru is Lima . Therefore , C ev iche is from Lima	True
253	47594	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	31	14	['is' 'Islam' 'abad' '.' '\n' 'The' 'capital' 'of' 'Pakistan' 'is']	False	[ 0.1364  1.114  -3.207  ... -1.52    1.125   0.1217]	Let's think step by step. 	is Lima , Peru . The capital of Peru is Lima . Therefore , C ev iche is from Lima	True
254	2113	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	10	12	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.2347  0.0962 -0.3257 ...  0.714   0.198   0.289 ]	Let's think step by step. 	is H iro f umi F uj im ori . He is a former J AS DF pilot and a	False
255	63900	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	23	2	['is' 'a' 'matter' 'of' 'debate' ',' 'as' 'there' 'are' 'several']	False	[-0.9287  2.195  -4.438  ... -2.129   3.111  -2.588 ]	Let's think step by step. 	"is Val encia , and the most famous d ish is Pa ella Val enci ana . 
 
 The"	False
256	35482	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	9	3	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.2622   0.03125 -0.4883  ... -0.832   -0.332    0.294  ]	Let's think step by step. 	"is Spanish , so we can use that as a starting point . 
 
 1 . What is the"	True
257	14206	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	26	21	[',' 'son' 'of' '\n' '\n' '1' '.' 'Name' 'of' 'father']	False	[-2.826   1.985  -6.188  ... -0.4546 -2.291   6.062 ]	Let's think step by step. 	"is George H . W . Bush . 
 Ge orge H . W . Bush was the  4"	False
258	58400	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	21	16	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[-1.085   2.723  -4.414  ... -0.1829  3.123  -2.283 ]	Let's think step by step. 	"is Canada . The capital of Canada is Ott awa . 
 P out ine is a d ish made"	True
259	72604	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	25	0	['is' 'a' 'mix' 'of' 'English' 'and' 'Arab' 'ic' ',' 'with']	False	[ 0.671   0.981  -3.346  ...  0.2676  0.668  -1.416 ]	Let's think step by step. 	"is Spanish , so we can use that as a starting point . 
 
 1 . What is the"	True
260	71579	2092218	Pizza's country of origin	The largest city in {}	-1	-1	Pizza's country of origin	The largest city in Italy	The largest city in Pizza's country of origin	Pizza	Italy	Rome	26	11	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[-1.775  2.076 -5.86  ... -2.055  4.426 -2.795]	Let's think step by step. 	is New York City . The largest city in the world is Tokyo . Therefore , the largest city in	False
261	63628	2092561	Pierogi's country of origin	The largest city in {}	-1	-1	Pierogi's country of origin	The largest city in Poland	The largest city in Pierogi's country of origin	Pierogi	Poland	Warsaw	8	5	['of' 'the' 'world' 'is' 'Tokyo' ',' 'Japan' '.' '\n' '\n']	False	[-0.3943 -0.1602 -0.6953 ... -0.655  -0.2009  0.103 ]	Let's think step by step. 	"is called "" P ier og opol is "". It is a b ust ling metropol is with a population"	False
262	31006	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	4	23	['.' '\n' '\n' 'The' 'official' 'currency' 'of' '{}' 'is' 'the']	False	[-0.3374    -0.0009155 -0.4912    ... -0.2327    -0.2554     0.0883   ]	Let's think step by step. 	is the Indian Ru pe e ( IN R ). The exchange rate between the Indian Ru pe e and	True
263	45252	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	26	1	[',' '' '1' '0' '.' '1' '\n' '\n' '1' '.']	False	[-2.73    0.6997 -2.758  ... -3.195   0.722   0.1509]	Let's think step by step. 	", El on Mus k , is not important . 
 
 The name of the father of the CE"	False
264	59922	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	27	6	['is' 'the' 'city' 'of' 'T' 'bil' 'isi' '.' '\n' 'The']	False	[-0.9043  1.615  -6.074  ... -2.535   2.668  -3.502 ]	Let's think step by step. 	is Lima , Peru . The capital of Peru is Lima . Therefore , C ev iche is from Lima	True
265	33261	2092218	Pizza's country of origin	The largest city in {}	-1	-1	Pizza's country of origin	The largest city in Italy	The largest city in Pizza's country of origin	Pizza	Italy	Rome	16	0	['is' 'not' 'the' 'United' 'States' ',' 'but' 'rather' ',' 'it']	False	[ 0.1057  1.25   -1.605  ... -0.873   0.7295  0.278 ]	Let's think step by step. 	is New York City . The largest city in the world is Tokyo . Therefore , the largest city in	False
266	24745	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	8	14	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.3113  -0.01971 -0.1588  ...  0.538    0.2466   0.1941 ]	Let's think step by step. 	is H iro f umi F uj im ori . He is a former J AS DF pilot and a	False
267	7231	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	21	9	['is' 'not' 'the' 'capital' 'of' 'the' 'country' '.' '\n' '\n']	False	[-0.2122  0.782  -2.012  ...  0.4895  0.7075 -1.208 ]	Let's think step by step. 	is London . London is located in England . England is a country in the United Kingdom . The United	True
268	42693	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	14	2	['is' 'not' 'the' 'capital' ',' 'but' 'rather' 'the' 'city' 'of']	False	[ 0.07007  0.2056  -1.104   ... -1.059    0.5845   0.03217]	Let's think step by step. 	is Montreal . The largest city in the country of origin of the person who made the comment is not	False
269	44628	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	3	30	['▲' ',' 'it' 'is' 'located' 'on' 'the' 'coast' 'of' 'the']	False	[-0.06976  -0.01822  -0.3325   ... -0.1467   -0.1538    0.002579]	Let's think step by step. 	is Rio de Janeiro , which is located in the sout he astern region of Brazil . The second largest	False
270	8670	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	2	26	['(' 'or' 'any' 'other' 'language' ')' 'is' 'not' 'the' 'same']	False	[-0.02203  -0.007477 -0.1763   ... -0.0823   -0.03912  -0.003824]	Let's think step by step. 	"is Japanese . The language used in the country where M iso S oup is popular is English . 
"	True
271	23740	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	10	10	['of' 'the' 'same' 'name' 'is' 'located' 'in' 'the' 'state' 'of']	False	[-0.2327 -0.0443 -0.2803 ... -0.768  -0.4048  0.2695]	Let's think step by step. 	"is Tokyo , so we ' ll start there . 
 
 1 . First , we need to find"	True
272	23630	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	1	24	['.' '\n' '\n' 'The' 'capital' 'of' '{}' 'is' 'located' 'in']	False	[-0.03714   0.000969 -0.0742   ... -0.03763  -0.02913  -0.008224]	Let's think step by step. 	"is Japan . The capital of Japan is Tokyo . 
 
 Now , let ' s consider the ing"	True
273	55240	5596123	the company that created B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that created B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	2	23	['is' '{}' '\n' '\n' 'The' 'name' 'of' 'the' 'C' 'TO']	False	[ 0.1716   0.00232  0.1361  ... -0.1434  -0.02737 -0.1069 ]	Let's think step by step. 	"is ? 
 
 a ) Bo eing 
 b ) Lock he ed Martin 
 c ) North rop"	False
274	27864	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	18	9	[',' 'who' 'was' 'born' 'in' '' '1' '8' '6' '0']	False	[-0.925   0.3208 -0.4875 ... -1.155   0.8403 -0.334 ]	Let's think step by step. 	", El on Mus k , is not important . 
 
 The name of the father of the CE"	False
275	7392	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	25	8	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[ 0.4895  2.75   -4.547  ... -1.31    3.246  -2.115 ]	Let's think step by step. 	"is Japan . The capital of Japan is Tokyo . 
 
 Now , let ' s consider the ing"	True
276	57812	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	2	23	['\t' '\t' '\t' '\t' '\t' '\t' '\t' '\t' '\t' '\t']	False	[ 0.006023 -0.0739   -0.1455   ... -0.002731 -0.07825   0.1159  ]	Let's think step by step. 	"is not important . 
 
 1 . Space X ' s CE O is a person who has a"	False
277	61254	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	6	1	['of' 'the' 'first' 'recorded' 'inhabitants' 'of' 'the' 'area' 'that' 'is']	False	[-0.1531   0.1505  -0.4985  ... -0.65    -0.10077  0.0881 ]	Let's think step by step. 	is Argentina , and it is a popular sau ce in many Latin American countries . It is usually made	False
278	24009	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	12	15	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.03943 -0.165   -0.7627  ...  0.714    0.2252   0.3901 ]	Let's think step by step. 	is H iro f umi F uj im ori . He is a former J AS DF pilot and a	False
279	15166	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	16	16	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.0788  0.943  -1.05   ... -1.534   0.6235  0.3882]	Let's think step by step. 	"is Japan . The capital of Japan is Tokyo . 
 
 Now , let ' s consider the ing"	True
280	36252	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	7	3	['of' 'the' 'world' 'is' 'Tokyo' ',' 'Japan' '.' '\n' '\n']	True	[-0.2273 -0.0687 -0.432  ... -0.6445 -0.2153  0.3262]	Let's think step by step. 	"is Tokyo , so we ' ll start there . 
 
 1 . First , we need to find"	True
281	15008	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	1	10	['ating' ',' 'the' 'capital' 'of' 'the' 'country' ',' 'and' 'the']	False	[-0.02469  -0.009705 -0.0743   ... -0.04047  -0.0324   -0.01735 ]	Let's think step by step. 	is the capital city , which is also the largest city in the country . The capital city is located	False
282	49297	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	16	21	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.5356  0.788  -1.882  ... -1.344   0.0178  0.4084]	Let's think step by step. 	is India , and it is a d ish that is popular in many countries , including Pakistan , Bang	False
